name,vndk,vndk_sp,vendor_available,rule
android.frameworks.displayservice@1.0,True,False,True,hidl_interface
android.frameworks.displayservice@1.0-adapter-helper,True,False,True,hidl_interface
android.frameworks.schedulerservice@1.0,True,False,True,hidl_interface
android.frameworks.schedulerservice@1.0-adapter-helper,True,False,True,hidl_interface
android.frameworks.sensorservice@1.0,True,False,True,hidl_interface
android.frameworks.sensorservice@1.0-adapter-helper,True,False,True,hidl_interface
android.frameworks.vr.composer@1.0,True,False,True,hidl_interface
android.frameworks.vr.composer@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.audio.common-util,True,False,True,cc_library_shared
android.hardware.audio.common@2.0,True,False,True,hidl_interface
android.hardware.audio.common@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.audio.common@2.0-util,True,False,True,cc_library_shared
android.hardware.audio.common@4.0,True,False,True,hidl_interface
android.hardware.audio.common@4.0-adapter-helper,True,False,True,hidl_interface
android.hardware.audio.common@4.0-util,True,False,True,cc_library_shared
android.hardware.audio.effect@2.0,True,False,True,hidl_interface
android.hardware.audio.effect@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.audio.effect@4.0,True,False,True,hidl_interface
android.hardware.audio.effect@4.0-adapter-helper,True,False,True,hidl_interface
android.hardware.audio@2.0,True,False,True,hidl_interface
android.hardware.audio@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.audio@4.0,True,False,True,hidl_interface
android.hardware.audio@4.0-adapter-helper,True,False,True,hidl_interface
android.hardware.authsecret@1.0,True,False,True,hidl_interface
android.hardware.authsecret@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.automotive.audiocontrol@1.0,True,False,True,hidl_interface
android.hardware.automotive.audiocontrol@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.automotive.evs@1.0,True,False,True,hidl_interface
android.hardware.automotive.evs@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.automotive.vehicle@2.0,True,False,True,hidl_interface
android.hardware.automotive.vehicle@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.biometrics.fingerprint@2.1,True,False,True,hidl_interface
android.hardware.biometrics.fingerprint@2.1-adapter-helper,True,False,True,hidl_interface
android.hardware.bluetooth.a2dp@1.0,True,False,True,hidl_interface
android.hardware.bluetooth.a2dp@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.bluetooth@1.0,True,False,True,hidl_interface
android.hardware.bluetooth@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.boot@1.0,True,False,True,hidl_interface
android.hardware.boot@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.broadcastradio@1.0,True,False,True,hidl_interface
android.hardware.broadcastradio@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.broadcastradio@1.1,True,False,True,hidl_interface
android.hardware.broadcastradio@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.broadcastradio@2.0,True,False,True,hidl_interface
android.hardware.broadcastradio@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.common@1.0,True,False,True,hidl_interface
android.hardware.camera.common@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.device@1.0,True,False,True,hidl_interface
android.hardware.camera.device@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.device@3.2,True,False,True,hidl_interface
android.hardware.camera.device@3.2-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.device@3.3,True,False,True,hidl_interface
android.hardware.camera.device@3.3-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.device@3.4,True,False,True,hidl_interface
android.hardware.camera.device@3.4-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.metadata@3.2,True,False,True,hidl_interface
android.hardware.camera.metadata@3.2-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.metadata@3.3,True,False,True,hidl_interface
android.hardware.camera.metadata@3.3-adapter-helper,True,False,True,hidl_interface
android.hardware.camera.provider@2.4,True,False,True,hidl_interface
android.hardware.camera.provider@2.4-adapter-helper,True,False,True,hidl_interface
android.hardware.cas.native@1.0,True,False,True,hidl_interface
android.hardware.cas.native@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.cas@1.0,True,False,True,hidl_interface
android.hardware.cas@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.configstore-utils,True,False,True,cc_library_shared
android.hardware.configstore@1.0,True,False,True,hidl_interface
android.hardware.configstore@1.1,True,False,True,hidl_interface
android.hardware.configstore@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.confirmationui-support-lib,True,False,True,cc_library
android.hardware.confirmationui@1.0,True,False,True,hidl_interface
android.hardware.confirmationui@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.contexthub@1.0,True,False,True,hidl_interface
android.hardware.contexthub@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.drm@1.0,True,False,True,hidl_interface
android.hardware.drm@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.drm@1.1,True,False,True,hidl_interface
android.hardware.drm@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.dumpstate@1.0,True,False,True,hidl_interface
android.hardware.dumpstate@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.gatekeeper@1.0,True,False,True,hidl_interface
android.hardware.gatekeeper@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.gnss@1.0,True,False,True,hidl_interface
android.hardware.gnss@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.gnss@1.1,True,False,True,hidl_interface
android.hardware.gnss@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.allocator@2.0,True,False,True,hidl_interface
android.hardware.graphics.allocator@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.bufferqueue@1.0,True,False,True,hidl_interface
android.hardware.graphics.bufferqueue@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.common@1.0,True,True,True,hidl_interface
android.hardware.graphics.common@1.0-adapter-helper,True,True,True,hidl_interface
android.hardware.graphics.common@1.1,True,True,True,hidl_interface
android.hardware.graphics.common@1.1-adapter-helper,True,True,True,hidl_interface
android.hardware.graphics.composer@2.1,True,False,True,hidl_interface
android.hardware.graphics.composer@2.1-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.composer@2.2,True,False,True,hidl_interface
android.hardware.graphics.composer@2.2-adapter-helper,True,False,True,hidl_interface
android.hardware.graphics.mapper@2.0,True,True,True,hidl_interface
android.hardware.graphics.mapper@2.0-adapter-helper,True,True,True,hidl_interface
android.hardware.graphics.mapper@2.1,True,True,True,hidl_interface
android.hardware.graphics.mapper@2.1-adapter-helper,True,True,True,hidl_interface
android.hardware.health@1.0,True,False,True,hidl_interface
android.hardware.health@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.health@2.0,True,False,True,hidl_interface
android.hardware.health@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.ir@1.0,True,False,True,hidl_interface
android.hardware.ir@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.keymaster@3.0,True,False,True,hidl_interface
android.hardware.keymaster@3.0-adapter-helper,True,False,True,hidl_interface
android.hardware.keymaster@4.0,True,False,True,hidl_interface
android.hardware.keymaster@4.0-adapter-helper,True,False,True,hidl_interface
android.hardware.light@2.0,True,False,True,hidl_interface
android.hardware.light@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.media.bufferpool@1.0,True,False,True,hidl_interface
android.hardware.media.bufferpool@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.media.omx@1.0,True,False,True,hidl_interface
android.hardware.media.omx@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.media@1.0,True,False,True,hidl_interface
android.hardware.media@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.memtrack@1.0,True,False,True,hidl_interface
android.hardware.memtrack@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.0,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.1,True,False,True,hidl_interface
android.hardware.neuralnetworks@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.nfc@1.0,True,False,True,hidl_interface
android.hardware.nfc@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.nfc@1.1,True,False,True,hidl_interface
android.hardware.nfc@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.oemlock@1.0,True,False,True,hidl_interface
android.hardware.oemlock@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.power@1.0,True,False,True,hidl_interface
android.hardware.power@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.power@1.1,True,False,True,hidl_interface
android.hardware.power@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.power@1.2,True,False,True,hidl_interface
android.hardware.power@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.radio.config@1.0,True,False,True,hidl_interface
android.hardware.radio.config@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.radio.deprecated@1.0,True,False,True,hidl_interface
android.hardware.radio.deprecated@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.radio@1.0,True,False,True,hidl_interface
android.hardware.radio@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.radio@1.1,True,False,True,hidl_interface
android.hardware.radio@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.radio@1.2,True,False,True,hidl_interface
android.hardware.radio@1.2-adapter-helper,True,False,True,hidl_interface
android.hardware.renderscript@1.0,True,True,True,hidl_interface
android.hardware.renderscript@1.0-adapter-helper,True,True,True,hidl_interface
android.hardware.secure_element@1.0,True,False,True,hidl_interface
android.hardware.secure_element@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.sensors@1.0,True,False,True,hidl_interface
android.hardware.sensors@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.soundtrigger@2.0,True,False,True,hidl_interface
android.hardware.soundtrigger@2.0-adapter-helper,True,False,True,hidl_interface
android.hardware.soundtrigger@2.0-core,True,False,True,cc_library_shared
android.hardware.soundtrigger@2.1,True,False,True,hidl_interface
android.hardware.soundtrigger@2.1-adapter-helper,True,False,True,hidl_interface
android.hardware.tests.bar@1.0,False,False,True,hidl_interface
android.hardware.tests.bar@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.baz@1.0,False,False,True,hidl_interface
android.hardware.tests.baz@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.expression@1.0,False,False,True,hidl_interface
android.hardware.tests.expression@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.extension.light@2.0,False,False,True,hidl_interface
android.hardware.tests.extension.light@2.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.foo@1.0,False,False,True,hidl_interface
android.hardware.tests.foo@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.hash@1.0,False,False,True,hidl_interface
android.hardware.tests.hash@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.inheritance@1.0,False,False,True,hidl_interface
android.hardware.tests.inheritance@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.libhwbinder@1.0,False,False,True,hidl_interface
android.hardware.tests.libhwbinder@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.memory@1.0,False,False,True,hidl_interface
android.hardware.tests.memory@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.msgq@1.0,False,False,True,hidl_interface
android.hardware.tests.msgq@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.multithread@1.0,False,False,True,hidl_interface
android.hardware.tests.multithread@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.pointer@1.0,False,False,True,hidl_interface
android.hardware.tests.pointer@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tests.trie@1.0,False,False,True,hidl_interface
android.hardware.tests.trie@1.0-adapter-helper,False,False,True,hidl_interface
android.hardware.tetheroffload.config@1.0,True,False,True,hidl_interface
android.hardware.tetheroffload.config@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.tetheroffload.control@1.0,True,False,True,hidl_interface
android.hardware.tetheroffload.control@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.thermal@1.0,True,False,True,hidl_interface
android.hardware.thermal@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.thermal@1.1,True,False,True,hidl_interface
android.hardware.thermal@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.tv.cec@1.0,True,False,True,hidl_interface
android.hardware.tv.cec@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.tv.input@1.0,True,False,True,hidl_interface
android.hardware.tv.input@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.usb.gadget@1.0,True,False,True,hidl_interface
android.hardware.usb.gadget@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.usb@1.0,True,False,True,hidl_interface
android.hardware.usb@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.usb@1.1,True,False,True,hidl_interface
android.hardware.usb@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.vibrator@1.0,True,False,True,hidl_interface
android.hardware.vibrator@1.0-adapter-helper,True,False,True,hidl_interface
android.hardware.vibrator@1.1,True,False,True,hidl_interface
android.hardware.vibrator@1.1-adapter-helper,True,False,True,hidl_interface
android.hardware.vibrator@1.2,True,False,True,hidl_interface
